Item	Person_1	Person_2	Person_3	Person_4	Person_5	Person_6	Person_7	Person_8	Person_9	Person_10	Person_11	Person_12	Person_13	Person_14	Person_15	Person_16	Person_17	Person_18	Person_19	Person_20	Person_21	Person_22	Person_23	Person_24	Person_25	Person_26	Person_27	Person_28	Person_29	Person_30	Person_31	Person_32
I follow my intuition	1.8450443021219889	1.4255357494231622	1.7968859549352323	1.7771523615093412	1.4168221789908677	1.9016662277541685	1.390332844142712	1.6907515579314278	1.1654020766649085	1.8239148732817303	1.8796264702421652	0.12170354371379866	1.910439261312927	1.862595217223458	1.7274884312817784	1.3457613693261856	1.4130341162490963	1.8515682751439888	1.3737570572892692	0.6395349870876185	1.7824005968476206	1.3603131072599774	0.9457465292025805	0.11046886034491088	1.7942912507350282	1.2465708853569302	1.7722022748939348	0.6473335347194176			1.2928697958040023	1.7667639450597479
I procrastinate	-0.5754127552940512	0.38711016218056327	0.8893573081179293	1.35178308264042	-0.1331939391048672	-0.3795801296573894	-0.08412735148831141	0.41030821351028157	-0.23882062161836454	0.9897481290361441	-0.14841250007009044	0.23373805922021607	-0.19556531257803378	1.3191993794860941	0.2422939159091888	-0.6384747855462615	0.31687864274743605	0.8652038855763262		0.03493559348406894	-0.3407104102917776	-0.19282363898563099	0.34283304101184475	0.9635877921189686	0.8028817983093897	-0.12786985629521475	0.011666149545027205	-0.6301666874928904	-0.7126131019398273		-0.641176528746331	-0.15347316307490771
There is always more to learn	1.9752551771327498	1.8535503475608512	1.9577699804967985	1.9134849142131325	1.3667938152782433	1.8409896616345438	1.3372303584758847	1.9826095281207439	1.446796094840607	1.991232966202131	1.7986882406713947	0.37015062633213597	1.7766521551647427	1.9039915108394843	1.851115968836823	1.9337862694696992	2.0631573167372634	1.7986045607345622		1.4322113854073675	2.1323513018971108	1.0070034487084778	1.7850339848410222	1.347656335495793	1.7951181851865545	2.018524195397707	1.7564188065402544	1.8519116061105327	1.8569238086266813		1.9056776073745894	1.5034303707968983
I struggle making decisions	-0.7700769290016363	1.2274341203337056	-0.05753533239188369	-0.7334110083203067	-0.07474663409501225	-0.7228928764814533	-0.22373598400456807	-0.16830805353661377	-0.19300566177322842	1.0123002582830045	-0.10280099163150913	1.348250792092642	-0.6274454695648559	0.30040190193275407	-0.167376088520156	1.2411159305463062	0.19668566260313158	-0.223409984920045		0.24445965951037985	-0.701386468733669	-0.21812528255338753	0.9814103187471399	0.6589816053657331	0.9410336687346841	0.3085149288686908	-0.5997412872592133	-0.22248563112491132	-0.580956965075645		-0.780019139305846	0.08752708004027543
I need to learn more to move forward	-0.17954161799363194	0.40687712950174126	0.04314825449244619	1.1652127497986295	0.43644756374299165	0.45205129903460795	0.13077651824066705	0.28712233721862823	1.0091211085908751	-0.6905544784468922	-0.14141173582956812	1.1188313551988034	0.15302894840524028	0.35364084749165947	0.4295597937488589	0.20645483598894	-0.2426354838948705	-0.7363147999826976	-0.008574445073188608	-0.11965610327203641	0.2512835493534532	0.4474974684930544	0.557726233829478	-0.5282919630080688	0.866054585302521	-0.12913886236790856	-0.1393299190491819	-0.8082264115796097	-0.05123712940318781		0.9182507693028559	0.0832432799891466
I am discouraged by failure	-0.5653002784053237	0.37431203782339173	1.4889449948089966	1.2320634463029394	-0.040798996255473896	0.8510301968573062	0.9441754559652207	-0.5418831091544432	0.4608393939779638	0.48888890867613743	-0.11062598263513529	0.5259997788925561	-0.6843278416149521	1.0542594878397942	0.3902467268973556	-0.2131943705965662	0.46497736544508195	1.5638019061422477	-0.18726564991816091	0.4404009898141388	-0.49399780325036324	0.864129075226928	0.9975911154073913	0.35823103584829386	0.46758143843677025	0.40155990065276004	-0.6568938520682828	0.011524313401375164	-0.5486285232245035		-0.6112414414970827	1.058397377485994
I give up when something is challenging	-0.6651990831204488	-0.22933812286662558	0.24429058761693023	-0.826350126478586	0.2866209000820782	-0.18358378931273023	0.1708371421120144	-0.8732273301427467	0.20521931159342477	-0.3261842660202556	0.1306643575469899	-0.2994492961860953	-0.6796597229581886	0.15394367497495942	-0.21577492880191396	-0.7242611642026631	0.25656985609613725	-0.21796906509981917	-0.7462257634289824	-0.22363384529550911	-0.7132072758940398	-0.8338884868198182	0.3791090424469815	0.24592604249647165	0.7844116552693677	-0.356333470803956	-0.6890805724203163	-0.9857557287183414	-0.736682065241959		-0.8579142376584525	-0.8332430562221946
I am determined to reach my goals	1.2704151784826605	1.3995165126535172	1.8951947577873374	1.9618882792518515	1.7889583727462108	1.832720276217938	1.37241165668012	1.7435993157944312	1.4526181822196085	1.8414149193766693	1.739520757755503	0.44221261396311273	1.8187608067217607	1.7408712568871696	1.2855210863830142	2.010784704205018	1.3019453193672628	1.8098050385115831		1.3163643877525542	1.8019725227885681	0.8053589560261426	0.7943156171934446	1.3069822832806333	1.4451799203484574	1.8691136314570764	1.964084898054487	1.672178205423434	1.6544208826985969		1.8715925570054885	1.8237473360276462
I focus deeply on one goal at a time	1.0037465301764903	0.6559906792114075	0.8939748263279236	1.7180006465736248	1.0419556818048465	1.6506087237440719	0.48746899361645335	1.0038515350807904	0.9299957409508893	-0.05147580603463403	0.6344488928279258	0.4157241295686309	-0.26212099953116375	1.6559217615392976	0.5034210254868662	0.024816901767765798	0.9364292600552241	0.42080540296256097	1.5385035814851373	0.7676245735338184	0.6012998612200294	0.5940542999088484	0.5892907105098409	0.7229803614168014	0.4883333900971928	-0.5927486564242449	-0.033139397647754754	-0.44025652033161666	1.7065742869000369		1.2191169793155598	0.5392556924204958
I seek informed input from others	1.155296993329146	0.9154859958305778	1.220201051410779	1.2063585796955372	1.352626611677875	1.6606599709248004	1.768108429265793	1.3757816866157575	1.2852149176792582	1.1964670757922864	1.7428057830642283	1.429058537448257	0.8466194116834874	1.8697315277783928	1.357227291848306	0.6245197674221585	1.1952777572607074	1.7379995238096924	1.650380090247229	1.2616566710802344	1.3005730624896148	1.2186436908592988	1.2580658544410879	1.2484342116928464	1.117041386621342	0.681639179900658	1.6414383296812267	0.5624344500305644	1.7389538847337365		1.348034257112607	1.6811708047054115
I get annoyed if I don't come up with an idea	-0.11236442566470217	0.9592797760317644	0.7096588965269621	0.37466035186579383	-0.020964053746675537	0.5018955162407133	0.36655284487580986	-0.1361999440899041	-0.17733634830082745	0.5256989925810893	-0.7989956550183979	-0.07298842145694207	-0.6514917819502949	0.852574490243835	0.5059618340824672	1.068846320776711	0.40311423128212853	0.3795193096308429		0.47467079785570365	-0.6597421650605391	-0.1770988970910498	-0.6028193628583799	0.3278052561759903	0.18637044179361384	-0.06761818823987653	0.415578542571033	-0.12670801806984555	0.28259554682074495		-0.504469418625812	0.6896637034561388
I follow traditions	1.503189386199987	0.5264192334023564	1.6218627698872343	0.9499564073623725	0.5887342301254883	0.9279032201174207	0.596067874692922	0.9996884977185392	0.9803034737585483	0.6365292676935586	0.5335902166766009	0.9859038784259251	0.07221212962855172	0.5934722102454506	0.5449331491835957	-0.4524242913099632	0.5148747809502356	0.9233317405277439	1.104177503800078	0.7308004605720781	0.657250778226272	1.4840304604730525	0.5891810892226299	1.0847757989484461	1.673758746840617	0.6423835978318635	0.42276611134262654	0.6195544668668667	-0.0503878782559567		-0.1820920081830022	1.1145291974262168
I go beyond my comfort zone	1.8910303247376559	0.6440838067814154	1.2158717662904568	1.7299736000870278	1.1870681677838846	1.6422269837113597	0.9583272913541239	1.2437869722245514	1.7647455662823093	1.2544463674815627	1.6748128255184775	0.27311173666662836	1.6795459556712609	1.0778001899899419	0.8488914287380371	1.5531597646881674	1.3322304938686793	1.9021823353843212	1.172127188748995	1.2965606737418423	1.2319088571859225	1.2449608966654273	0.6989400292369431	0.20520690106035538	1.7207082739704245	1.316256578638211	1.7176174308829233	1.353439880471068	1.777343308190974		1.2424990840255377	1.6556184898769757
I view obstacles as blockers	0.8477921362756939	0.4154199907966234	-0.12037715041118657	-0.20571609906082045	0.21878221640683626	1.1092661712598888	0.4139089638767286	-0.20952024442943773	0.8211945435939279	-0.7744189301644397	-0.6216400009220155	-0.07814186882083429	-0.6648914328304004	0.8870320684607549	0.7870967717233199	0.8747908187287303	-0.1799381191080912	1.2987240518119105	0.29156344813626156	-0.28461203259365214	-0.014400134450768154	-0.754859075652047	-0.04152673752642211	0.5100499198437918	0.9225034568706594	-0.714035481197389	-0.5518700569420656	0.17929745307957723	-0.8002143803286619		-0.22628902219183522	-0.6731860220821579
I  work through difficult situations rather than avoid them	1.3137305298225261	0.905106143631534	1.6802832578989872	1.701691367164502	1.4832868017565253	1.6684519576372512	1.0859670819093497	1.2620290792352944	1.6881039849237895	1.7509068213233265	2.017460345924871	0.7986460569417084	1.6634662223910117	1.9558225265414229	1.930906418358938	1.7838995186829538	1.329369855530675	1.7538696898894433	1.8031254768552114	1.0035009386578704	1.713040216517335	0.40024033301258344	1.3956568953144557	0.3608166458027575	1.0913465809957845	1.3125287761980615	1.671403203844318	1.974813374455303	1.7785883325508376		1.3853287976110056	1.739131989815451
I act with intention, even when the outcome is unclear	1.8727898171763429	1.3273108775036355	1.176100940582525	1.6886119044383636	1.2571605162173265	1.3475495032466427	1.2165647477248556	1.8272751975006292	1.3372010668960101	1.7921093753436717	1.7967458869703226	0.3070763709301516	1.9460770626803858	1.8765824291026834	1.932457653285016	1.7478509946280678	1.859462618738492	1.937668100268054		1.2034680923488883	1.4217580574541417	0.7645252246517209	0.7835605120532607	0.2821342391190044	0.7722435146869825	1.752536638959573	1.7298226670620849	1.9766956479341318	1.8451546768534717		1.7873908023483591	1.9321849943541032
I ask questions	1.8782503979960912	1.1565681404629502	1.8632100637012186	1.868978295130256	0.6509848817832583	1.920906727177453	1.290475141007502	1.8855396315650776	1.940322475876505	1.3353984148770892	2.040910934107501	1.3443351787758901	1.7269398401386167	2.0130075548033406	1.3733731273239873	0.6917175103037231	2.0137225545135196	1.8496902545473755	1.343105954192675	1.3507769804723906	1.9974482791183767	1.4658096459477306	1.275091077179626	1.0583824833920108	1.905526662771405	1.8147254583455594	1.9440543608294312	1.79905453720176	1.8196751922746421		1.256438840718554	1.7828845372850393
I see unexpected changes as a chance to improve, not a setback	1.684479389110304	1.2936655839807916	1.180777629141517	1.9031649308736376	1.3627790125033634	1.71301890928238	1.3722813062040662	1.5732095582356274	1.2151993707252409	1.2318995524548244	1.8699801196658812	1.397576948547755	1.6769472823941154	1.7648979378448026	1.6964585803847307	1.2888078183242024	1.11549495959565	1.905486888916144	1.6083727298605504	1.3517704574201064	1.3007488146350088	1.2138841855655484	1.8358851338072673	0.138117650907835	1.8299915217914764	1.739264656214233	1.8988457032556538	1.849918949511653	1.9450765856595362		1.8889215528906984	1.7639787464739696
I stay committed, even if results take longer than expected.	1.8107755931800575	1.3411698042440703	2.0444202152461073	2.0131650230955933	1.4974760877185829	1.8263495370779363	1.3308365738172179	1.8846450964248964	2.0553078654552634	1.793176115443536	1.8148755853436587	0.44809986616116493	1.8859497788696271	1.9070250318285038	1.8534519846048445	1.4275980309477334	1.4217610225622397	1.9169423589639552	1.9508117324295133	1.7953893725893537	1.9703063149184992	1.9103389848028645	1.6606896943262974	1.4127992330298316	1.346151997639946	1.7162724974411372	1.8533550754238104	1.8341751754916502	1.8453154385533246		1.8530318569047517	1.8400066151212928
If the path I’m on isn’t working, I’m quick to test a new one	1.6164916008984949	0.9260156115447208	0.8846199099144857	0.7948761693732643	1.2236453181306781	1.3467414370214161	1.3828199157817025	0.8238095238045323	1.7677894333808846	1.301942128340852	1.733332895441058	0.6540837373775635	1.1372007009839105	1.7381269581927588	1.0387861916840095	1.246526878413801	1.302559367026849	1.3690487142058605	1.8285820303752276	0.706748223976217	1.5414761485961037	1.3542902440231952	1.2605506628705063	1.2367541095110122	1.1294426869524066	1.3299299711260368	2.0954461486054208	0.7832182377843023	1.7179825419613155		1.8014112998534366	0.6739317995273946
Even when priorities shift, I follow through on what I promised	2.062561844517667	1.2747431642771683	1.7731096954249583	1.8925793516603062	1.809971201272909	1.9012672393913626	1.4123300447033778	1.7633509414101387	1.265938120789814	1.325912082917935	1.9412011470627077	1.2871312261970234	1.312903053374205	1.8308898171779748	1.9140910885932394	1.5193633931581039	1.9776456692601538	1.9984797214316914	1.7481770865694397	1.9278917959170019	1.884308144685761	1.6433932232614623	1.2260453215338296	1.2530476562352166	1.4619101261750695	1.7754730720864949	1.909961427665937	1.4278105978264182	1.8346590899000836		1.8473181226699231	1.4526672633506728
I keep my promises	1.759477801096223	1.2959545376580666	1.8844072291957885	1.73539920413228	1.2700485393576058	1.7905135212256469	1.4314330363263688	1.9331040176221168	1.9118534382291186	1.1822327862024973	1.8216343610527694	1.9629798555837237	1.3890111902065847	1.4012448011475627	1.779049825686124	0.9145732470972491	1.333505433326017	1.781526961548812	1.8876328638551758	2.0659609202277305	1.8250802188100521	1.9766516271347907	1.3456687359164285	2.002168038297361	1.3488611810721278	2.0864239888103544	1.830403087298074	1.5321888971526092	1.839689025433851		1.9307298988400854	2.0013821052208978
I handle frustration well	1.7225131787076604	0.698856784043271	1.9212787293058722	1.6881976917246586	1.1634373039086858	0.7671482004360853	0.7328043533362728	0.6832535606913196	1.8041667257299343	0.6427426174904981	1.7893353358254513	1.123237617899465	0.6792590730646978	1.1167007542581469	1.2931071749026515	1.6806784441846894	0.7649521678536627	1.7244689373906246		0.7017475968935413	1.2935258009652202	0.7661281614045775	0.8215335327121508	1.2488205268615515	1.159264747761783	1.3736837204944297	1.7079390441222762	0.7514591451157132	1.7873838457663487		1.0776164258519882	1.6896660730430608
Failure teaches me	1.353707728747744	1.3611945383892068	1.690940367697074	1.7153430936376681	1.7704448602242975	0.7441574842394263	0.7187812049261539	1.8174561987054387	1.1614149605208568	1.307888428528138	1.8718280763461768	1.4760675641039622	1.882766789760152	1.9506666482902117	1.1934736890049265	1.2266267091766845	0.824971776263901	1.3699330233512477	1.265644295616295	1.2578084829084366	1.4177923148954692	1.3065380855064652	0.7999127693931226	0.6758030798427104	1.4000185968833376	1.7327733668362302	1.7276593453949496	1.9347142737398944	1.7690241316121225		1.3660993610168095	1.86806952503014
I admit my mistakes even when it might affect how others see me	1.8794169047061557	1.3048725216203445	0.7436126191172291	1.9994430356342674	1.4713167884569953	1.358124395774735	1.5289709845353077	1.8932432895592117	1.75454235395261	1.8890840084219325	1.6837737073358725	1.179865739768905	1.541862012589337	1.8820203613374473	1.5031664618826508	1.3609151109474276	1.3175388799322334	1.4608146546821545	1.8785472061783826	1.7203193245795911	1.4917073447885585	1.2921123992162562	1.2967772585057544	0.89643955128151	1.7624236940987907	1.9385839439827213		1.8142684295536626	1.8358030267143937		1.3491731474501298	1.860492791386907
I am comfortable with failure	1.4623894635737336	1.035848692064706	-0.570350611554628	-0.8735476045481847	1.0400261034742262	-0.1222109394133904	0.022288586685693113	0.24612171991188103	1.327736790838211	-0.623323656558568	1.321636922353468	-0.04291746498076032	0.9762077395759816	-0.6944753988048555	0.4209681322833454	0.41909414491291064	-0.01634116072263958	-0.5415390668070663		0.0032654729534489224	0.4104449041507181	-0.3215161155513694	-0.25374362309711174	-0.25961876360972913	0.7887694765058475	-0.20047441557328294	0.8486051843373634	-0.5572201611944904	0.903384930311397		0.747180039272745	-0.6384644130662951
When something goes wrong, it is my fault.	1.670561565947648	0.37120653645050083	-0.650905665004992	0.015616512741233546	0.37107555395034386	0.6471604913619748	0.5121310584146421	0.35399633209377446	0.07181047443352795	0.4427814431150363	0.5521499607016842	0.8881170937273619	0.6578066959952513	0.4947544791667755	0.8398520882303402	1.3755376735422482	0.0733940837821605	-0.7276159548589956	-0.499822734686793	0.014752786146027153	0.6137321310242505	-0.045240399824833855	0.397104476749901	0.37638624748320615	0.9213766177990164	0.4629024596324012	0.3829591020378801	0.12453672937019289	0.8773063443161446		-0.14984739761929955	0.3965479650726762
I am resistant to change after experiencing a setback	-0.32476641968424613	0.08631940415473804	0.4160356991774419	-0.22093488290215763	-0.2572902909099171	-0.2135230381629561	0.2757538921749888	-0.23717137037631503	-0.15842188376727895	-0.17070717441234462	-0.7035174823528553	0.7075363706519437	-0.6150069185484556	-0.2425568104420457	-0.1573112942593483	0.9023129061296125	-0.26195976652139497	-0.6298105517160808	0.7512249445277668	-0.37495325194127893	0.21314837992348235	-0.1697078080840384	0.2099113877272495	0.23753772618469515	0.40511404325270717	-0.7017358634297548	1.3301388073483194	-0.9678979139455319	-0.7792485410262644		-0.6076550330762212	-0.7314672326989877
I accept responsibility for errors	1.2146294335429997	1.2186339989917916	1.3477100759932714	1.773946056894569	1.1740650424861112	1.288031387312571	0.41243875447414957	1.8127258030691435	1.1778254572599192	1.7248515501005515	1.2503597107137954	0.23019957486876091	1.829219016449819	1.2733656637840554	1.7275072254703572	1.1562133872866482	1.3418713413831767	1.7366217448044132	1.4953660590904412	1.1737255943254596	0.6821402286779679	0.9132730727289201	1.8679614471780828	0.7704232745920266	1.0187069987448414	1.7583217516375438	1.821715598946466	1.3432631290381005	1.2505876979562438		1.926946431443303	1.5581835225692466
Failure makes me want to stop trying	-0.670132551920927	-0.39166322803422254	0.1901895770158758	-0.7251789626598352	-0.7045055236873583	-0.8934823335452854	0.32768291326148913	-0.9413919655350353	-0.6553654665132177	-0.3767434285427131	-0.7293433570343156	0.23632299562896542	-0.8053249501840494	-0.7500479287914472	0.2346611919603947	0.6305882655478598	0.23642375586669329	-0.6236484311555288	-0.19226503378939142	0.1290385432904524	-0.7260786072897666		0.06553288623042919	0.21435029249571858	0.355810784475449	-0.2400383929476736	-0.6923697064145006	-0.9356925157712845	-0.8244007130575929		-0.8346918361720896	-0.9541023410805802
Some failures are worse than other failures	1.1233332009287524	1.0975834630196217	1.0905161465974729	1.4947470117563033	0.5818920510713317	1.1367130558266483	0.5562563320123107	1.5725327957284863	1.0294877134737725	0.5387734910831483	0.69264601018701	1.0052497081519545	-0.0011751927041585564	1.7371313120501906	1.0809620863838691	1.0631746890198879	1.009899661420316	1.5618062891431814	-0.5087468157052619	1.1492071352308533	0.48537334181399494	0.496207386341901	1.1932447012796121	0.5457105961369256	1.102551611357631	0.21738448636815377	0.5362319030091788	0.42012159602616017	-0.3713710074876516		-0.034900050748066125	0.013400436391462711
Some failures are better than other failures	-0.8029041934500218	-0.6711497823120007	0.7347164125864002	-0.7148229692685457	-0.18723830129726027	-0.28182288698604474	-0.6085945798373926	-0.7924485250920569	0.21955048981732073	-0.05262112717732492	-0.8093468024643597	1.0331388689118435	-0.23448682925760905	0.18848156898924917	0.37033539107321733	0.25172634493683754	-0.869339436955162	-0.7027376997288626	0.3469377016099816	0.26900100264439974	0.38792789240472303	0.2599790369710524	-0.19523631010471776	-0.3472482804029477	0.39118931141429203	-0.1077904919320305	0.24215270741910944	-0.3547225414747952	-0.7333526632316761		-0.34807226544619474	1.3040869743634271
I update my perspective even when it means letting go of familiar strategies	1.6164561542697204	0.6846759076334495	0.6176351066676866	1.7191444851616753	1.3484022139228027	1.7805507622224996	0.7698836956724505	1.3432488534827463	0.8026197722913241	1.745846674517192	1.8227412745336413	0.3858487763893126	1.8776460626611402	1.7692169621516154	1.3534408672968077	0.8447560625114173	1.2405305499124588	1.7577994260923506	1.237891855403785	1.1747325535739552	1.5768177597204542	1.369824847312961	1.3070748989645984	0.7706267701542237	1.357647920446718	1.8031626607360254	1.5522135749928663	1.3461870339309527	1.4704815607605215		1.9287250520459964	2.0277415805311367
I adapt my stances	1.2565133265567452	1.3258534113672686	1.2225975408372083	0.6905089711879858	1.1423239310546918	1.123336999051142	0.6780115202061477	1.2595692038083035	1.2263813042942706	1.2172652037965284	1.6572119287164875	1.1506256391563734	1.170737650987546	1.7240022166145565	1.8144491998466932	0.7259848457556108	1.156337827554256	1.2683281177550092	1.7721179277163306	1.1709023867940718	1.0748361784596754	1.2404976990724181	1.1375620545301457	0.7234297898207867	1.2715941262972357	1.8466546998754927	1.1303198360054014	0.5949463749667395	1.7273882507986458		1.140378450877801	1.551642898809881
I welcome feedback	1.7949496538984189	0.6894766695864477	1.7719060611997133	1.8226186974990028	1.1611074922942408	0.7049872782130774	1.4194375033863063	1.3205634112347728	1.903875211282894	1.3351192609389924	1.7056372626773224	1.3467094700386775	1.9051142572098199	1.8070190373374482	1.6804833383515074	1.2165973981791098	1.397972651886164	1.342666845466372	1.8848928223170054	1.3947194041214779	1.2236091127130995	1.4256844801986994	1.2741744875521803	0.6773305448230874	1.3107600670556483	1.751170022624494	1.8125119722760887	1.3785154268554547	1.9427254463960777		1.779073057646198	1.8738720164209224
I contribute without needing my name attached	1.775606105782236	1.3053230205152828	1.8218169830759852	1.95510572135779	1.9797806210416002	1.9515179744165905	1.2400945586350582	1.8786653081190208	1.7502705590784493	0.879235754794713	1.9004262893641712	0.6772841897469032	1.9121162024379172	1.760150144360257	1.8807113998786646	1.4589610740039167	0.7272057270271094	1.9048592121985126	2.0280727621421506	1.960363737885777	1.264474925846267	1.815000078945182	1.3085763969822843	1.3310352613552827	1.742768171076459	1.0195228544046553	1.1848618174167735	1.3475982581884351	1.7918501829050637		1.4613794854599513	1.27577690126284
I want others to know what I did	1.5466250518172686	1.0759439621813036	0.5534546167651726	0.08947588976591692	0.5464011497881776	1.32303577730382	1.042214028236578	1.0838635743335916	0.5209966955998624	0.05493904229852331	0.5690812952369184	1.1782023739844847	0.03353341199514337	0.5548142042871753	0.5142088336102104	0.9284450975909071	0.5357574298955621	0.6034728375510909	1.4062680161532237	0.47091852544574075	-0.14442269040724331	0.6021753791989983	0.2968439252496162	1.0551745014807103	0.40686504813650815	0.8596179849485044	0.4177401831744375	0.6133133243457496	-0.25798381601556025		-0.39614342210923487	0.028384630230702257
